,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,synonyms_prob,num_changes_in_pred,comp_mode,original_token,synonym
58,11336940,8,measured,5 pm,False,7,8.976156823337078e-05,11.0,46,,,,0.9522473812103271,merge,0.07527849823236465,0.0,class_change,,
59,11336940,8,baseline,each treatment,False,8,8.978728874353692e-05,33.0,47,,,,0.8499279618263245,merge,0.5106031894683838,0.0,class_change,,
60,11336940,8,28,2,False,9,7.919014751678333e-05,27.0,48,,,,0.9477144479751587,replace,0.18313845992088318,0.0,class_change,,
61,11336940,8,2,28,False,10,7.077609916450456e-05,18.0,49,,,,0.8869444727897644,replace,0.1624334454536438,0.0,class_change,,
62,11336940,8,simultaneously,measured,False,11,8.188566425815225e-05,7.0,50,,,,0.9412870407104492,insert,0.3126629889011383,0.0,class_change,,
63,11336940,8,respectively,am,False,12,9.659802890382707e-05,25.0,51,,,,0.8976863622665405,insert,0.6116083264350891,0.0,class_change,,
64,11336940,8,respectively,visits,False,13,0.00012453725503291935,20.0,52,,,,0.8566315174102783,insert,0.8490923047065735,0.0,class_change,,
65,11336940,8,,,False,0,,,52,,,,,,,,,,
66,11336940,9,pm,hours,False,1,1.9223391063860618e-05,7,55,,,,0.969602108001709,replace,0.5864841938018799,0.0,class_change,,
67,11336940,9,pm,hours,False,2,2.0999510525143705e-05,36,56,,,,0.9626542329788208,replace,0.6574333906173706,0.0,class_change,,
68,11336940,9,pm,am measurement,False,3,6.235480395844206e-05,2,57,,,,0.8679145574569702,merge,0.9098845720291138,0.0,class_change,,
69,11336940,9,12,2 hours,False,4,0.00010414809366920963,6,58,,,,0.9436742067337036,merge,0.2987827658653259,0.0,class_change,,
70,11336940,9,aked,##pro,False,5,0.0002773941960185766,17,59,,,,0.8208805322647095,replace,0.14525234699249268,0.0,class_change,,
71,11336940,9,at,taken,False,6,0.00030947010964155197,5,60,,,,0.9665590524673462,replace,0.8059701323509216,0.0,class_change,,
72,11336940,9,minutes,13 hours,False,7,0.00032878495403565466,9,61,,,,0.8934155702590942,merge,0.26396578550338745,0.0,class_change,,
73,11336940,9,measurement,drop,False,8,0.000508288387209177,14,62,,,,0.8949626088142395,replace,0.12454386055469513,0.0,class_change,,
74,11336940,9,nighttime,5 pm,False,9,0.0005157979321666062,28,63,,,,0.9143608808517456,merge,0.12343370914459229,0.0,class_change,,
75,11336940,9,11,21 hours,False,10,0.0004877879691775888,35,64,,,,0.8996763229370117,merge,0.2826802432537079,0.0,class_change,,
76,11336940,9,af,##op,False,11,0.0005582710728049278,22,65,,,,0.7123816013336182,replace,0.8568487763404846,0.0,class_change,,
77,11336940,9,5,9,False,12,0.0005478967796079814,1,66,,,,0.8832719326019287,replace,0.3172324001789093,0.0,class_change,,
78,11336940,9,des,##stone,False,13,0.0006139127654023468,18,67,,,,0.9231477379798889,replace,0.1541787087917328,0.0,class_change,,
79,11336940,9,initial,last,False,14,0.0006483292090706527,13,68,,,,0.9540337324142456,replace,0.21077662706375122,0.0,class_change,,
80,11336940,9,19,10,True,15,0.0007639553514309227,33,69,,,,0.9237139225006104,replace,0.10557392239570618,1.0,class_change,,
81,11336940,10,.,calculated,False,1,1.1403404641896486e-05,6.0,12,,,,0.8289939165115356,replace,0.020611612126231194,0.0,class_change,,
82,11336940,10,all,of,False,2,1.5136582078412175e-05,3.0,13,,,,0.8610684871673584,insert,0.570112407207489,0.0,class_change,,
83,11336940,10,used,measurements,False,3,7.447114967362722e-06,5.0,14,,,,0.9543490409851074,insert,0.07552879303693771,0.0,class_change,,
84,11336940,10,value,mean,False,4,1.8885979443439282e-05,2.0,15,,,,0.9494739770889282,insert,0.23719245195388794,0.0,class_change,,
85,11336940,10,All,the mean,False,5,2.1657362594851293e-05,0.0,16,,,,0.7298561334609985,merge,0.10529009997844696,0.0,class_change,,
86,11336940,10,,,False,0,,,16,,,,,,,,,,
87,11336940,12,gl,intra,False,1,4.6271694031929655e-07,13,38,,,,0.8885148763656616,insert,0.3257322609424591,0.0,class_change,,
88,11336940,12,study,treatment,True,2,1.739919184728933e-06,8,39,,,,0.9247839450836182,replace,0.07760754227638245,1.0,class_change,,
89,11336940,13,23,4,True,1,0.04357867315411568,49,98,,,,0.9270045161247253,replace,0.1394830346107483,29.0,class_change,,
90,11336940,14,ation,favor,True,1,5.092262290418148e-05,17,69,,,,0.9195746183395386,insert,0.35566985607147217,1.0,class_change,,
91,11336940,15,arth,##pro,True,1,2.7071722797700204e-05,40,87,,,,0.8873451352119446,replace,0.423618882894516,1.0,class_change,,
92,11336940,17,that,irritation,True,1,0.3412133753299713,7,17,,,,0.02536551095545292,insert,0.12093200534582138,35.0,class_change,,
93,11336940,18,administering,with,True,1,3.745849244296551e-05,21,76,,,,0.8645111918449402,insert,0.23378901183605194,1.0,class_change,,
94,11336940,19,us,o,True,1,1.3376276001508813e-05,8,13,,,,0.31634193658828735,insert,0.25838837027549744,2.0,class_change,,
95,11336940,20,PubMed,##9 ##40,False,1,7.608430223626783e-06,26,52,,,,0.9282810091972351,merge,0.013455643318593502,0.0,class_change,,
96,11336940,20,ifier,pmid,False,2,0.00010219864634564146,23,53,,,,0.7688562870025635,insert,0.09513058513402939,0.0,class_change,,
97,11336940,20,99,##36,False,3,0.00015873124357312918,25,54,,,,0.9595156908035278,replace,0.013772676698863506,0.0,class_change,,
98,11336940,20,References,med ##line,False,4,0.00011253124102950096,31,55,,,,0.7153670787811279,merge,0.24513858556747437,0.0,class_change,,
99,11336940,20,89,##9,True,5,0.00012776961375493556,13,56,,,,0.9946298003196716,insert,0.07014710456132889,1.0,class_change,,
100,12586182,0,cd,jp,False,1,1.783769562280213e-06,0.0,25,,,,0.7411534786224365,replace,0.022078121080994606,0.0,class_change,,
101,12586182,0,mology,##mo ##l,False,2,3.6373101011122344e-06,6.0,26,,,,0.9449530839920044,merge,0.9924847483634949,0.0,class_change,,
102,12586182,0,",",j,False,3,6.988984296185663e-06,2.0,27,,,,0.9724876880645752,replace,0.044250648468732834,0.0,class_change,,
103,12586182,0,o,##n,False,4,9.98965697363019e-06,1.0,28,,,,0.9693368673324585,replace,0.019543880596756935,0.0,class_change,,
104,12586182,0,k,##ht,False,5,1.739639810693916e-05,4.0,29,,,,0.9384493827819824,replace,0.05873379856348038,0.0,class_change,,
105,12586182,0,j,##hal,False,6,2.7298030545352958e-05,5.0,30,,,,0.9588256478309631,replace,0.05646366626024246,0.0,class_change,,
106,12586182,0,ames,op,False,7,2.8135007596574724e-05,3.0,31,,,,0.8873454928398132,replace,0.3734598755836487,0.0,class_change,,
107,12586182,0,,,False,0,,,31,,,,,,,,,,
108,12586182,1,;,2003,True,1,1.4602323972212616e-05,0,8,,,,0.7975525856018066,replace,0.34193575382232666,1.0,class_change,,
109,12586182,2,ca,cart,False,1,8.476104267174378e-05,16.0,76,,,,0.882337212562561,replace,0.10800104588270187,0.0,class_change,,
110,12586182,2,a,##a,False,2,6.802494317525998e-05,32.0,77,,,,1.0,replace,0.6064717173576355,0.0,class_change,,
111,12586182,2,gradient,lowering,False,3,9.704264812171459e-05,7.0,78,,,,0.9341937303543091,replace,0.1515655517578125,0.0,class_change,,
112,12586182,2,occ,diagnosed g,False,4,0.00010634349746396765,28.0,79,,,,0.8066133260726929,merge,0.1210247203707695,0.0,class_change,,
113,12586182,2,au,##lau,False,5,0.00011168575292686,30.0,80,,,,0.9609180688858032,replace,0.5982286334037781,0.0,class_change,,
114,12586182,2,ocular,##oc ##ular,False,6,0.00011641656601568684,4.0,81,,,,0.912990927696228,merge,0.9962373971939087,0.0,class_change,,
115,12586182,2,Effects,comparison,False,7,0.0001931406877702102,0.0,82,,,,0.8702913522720337,replace,0.10236775875091553,0.0,class_change,,
116,12586182,2,combination,effect,False,8,0.00017116153321694583,8.0,83,,,,0.9099364280700684,replace,0.07080700248479843,0.0,class_change,,
117,12586182,2,cers,##com ##a,False,9,0.00018070552323479205,31.0,84,,,,0.9300398826599121,merge,0.1351710855960846,0.0,class_change,,
118,12586182,2,cy,la,False,10,0.00018527188512962312,10.0,85,,,,0.9828604459762573,replace,0.18674655258655548,0.0,class_change,,
119,12586182,2,op,##op,False,11,0.00013730741920880973,12.0,86,,,,1.0,replace,0.5146909356117249,0.0,class_change,,
120,12586182,2,cele,##lo ##l,False,12,0.00025804960750974715,18.0,87,,,,0.9121867418289185,merge,0.48284438252449036,0.0,class_change,,
121,12586182,2,pl,##tan,False,13,0.0009420407586731017,11.0,88,,,,0.9434099197387695,replace,0.17435841262340546,0.0,class_change,,
122,12586182,2,ore,##car,False,14,0.000866305606905371,23.0,89,,,,0.9687965512275696,replace,0.15513476729393005,0.0,class_change,,
123,12586182,2,clinically,newly,False,15,0.000969212909694761,27.0,90,,,,0.7637726068496704,replace,0.47112777829170227,0.0,class_change,,
124,12586182,2,ty,pi,False,16,0.0009982258779928088,21.0,91,,,,0.9903030395507812,replace,0.10025997459888458,0.0,class_change,,
125,12586182,2,intra,the intra,False,17,0.0011056434595957398,2.0,92,,,,0.9979699850082397,merge,0.9505397081375122,0.0,class_change,,
126,12586182,2,oly,##ros,False,18,0.0003579346521291882,13.0,93,,,,0.9444615840911865,replace,0.3265646994113922,0.0,class_change,,
127,12586182,2,ocon,##eo,False,19,0.00034112375578843057,17.0,94,,,,0.9059009552001953,replace,0.08549920469522476,0.0,class_change,,
128,12586182,2,therapy,combination,False,20,0.0008004276896826923,26.0,95,,,,0.9176709055900574,insert,0.3967702090740204,0.0,class_change,,
129,12586182,2,side,pressure lowering,False,21,0.0004035074671264738,6.0,96,,,,0.8167600631713867,merge,0.04521665722131729,0.0,class_change,,
130,12586182,2,-,##lo,False,22,0.00040649480069987476,22.0,97,,,,0.9111093878746033,replace,0.1911875158548355,0.0,class_change,,
131,12586182,2,receptor,##pine,False,23,0.0007365432684309781,25.0,98,,,,0.8512912392616272,insert,0.38680046796798706,0.0,class_change,,
132,12586182,2,ine,##t,False,24,0.001395257655531168,14.0,99,,,,0.9386875033378601,replace,0.12990041077136993,0.0,class_change,,
133,12586182,2,ction,##pine combination,False,25,0.0014414623146876693,24.0,100,,,,0.84430992603302,merge,0.2602754533290863,0.0,class_change,,
134,12586182,2,,,False,0,,,100,,,,,,,,,,
135,12586182,3,-,##man,False,1,9.031800800585188e-07,34,63,,,,0.9831959009170532,replace,0.08242060989141464,0.0,class_change,,
136,12586182,3,dem,##de,False,2,2.2277506559476024e-06,1,64,,,,0.9887485504150391,replace,0.890559732913971,0.0,class_change,,
137,12586182,3,ş,##hra,False,3,2.924563887063414e-06,33,65,,,,0.9302005767822266,replace,0.21906255185604095,0.0,class_change,,
138,12586182,3,ology,##hal ##mology,False,4,2.960377287308802e-06,23,66,,,,0.8918365836143494,merge,0.36139994859695435,0.0,class_change,,
139,12586182,3,Additional,author,False,5,4.4834632717538625e-06,13,67,,,,0.8093749284744263,replace,0.3003377318382263,0.0,class_change,,
140,12586182,3,dem,##de,False,6,4.567616997519508e-06,9,68,,,,0.9879007339477539,replace,0.4886568486690521,0.0,class_change,,
141,12586182,3,io,##ht,False,7,3.5010270948987454e-06,22,69,,,,0.9247831106185913,replace,0.24717172980308533,0.0,class_change,,
142,12586182,3,veterinary,medical,False,8,7.334463589359075e-06,26,70,,,,0.8451329469680786,replace,0.11092332005500793,0.0,class_change,,
143,12586182,3,ast,op,False,9,6.671199662378058e-05,21,71,,,,0.8273607492446899,replace,0.5297675132751465,0.0,class_change,,
144,12586182,3,:,information,False,10,7.740127330180258e-05,14,72,,,,0.9369511604309082,replace,0.26746073365211487,0.0,class_change,,
145,12586182,3,s,##s,False,11,7.740127330180258e-05,36,73,,,,0.9999998807907104,replace,0.049073174595832825,0.0,class_change,,
146,12586182,3,b,ka,False,12,8.014400373212993e-05,32,74,,,,0.9611716270446777,replace,0.15424172580242157,0.0,class_change,,
147,12586182,3,ed,ks,False,13,9.270341251976788e-05,29,75,,,,0.9777734279632568,replace,0.07985404878854752,0.0,class_change,,
148,12586182,3,",",##mir,False,14,9.342464181827381e-05,2,76,,,,0.9870426058769226,replace,0.11596294492483139,0.0,class_change,,
149,12586182,3,m,g,False,15,9.981042239814997e-05,11,77,,,,0.9414794445037842,replace,0.17877505719661713,0.0,class_change,,
150,12586182,3,ir,##mir,False,16,0.00012298079673200846,10,78,,,,0.9372003078460693,replace,0.11780165880918503,0.0,class_change,,
151,12586182,3,al,turkey,False,17,0.00010089826537296176,38,79,,,,0.9170098304748535,replace,0.02971755526959896,0.0,class_change,,
152,12586182,3,ji,##mara ##s,False,18,2.2424152120947838e-05,35,80,,,,0.9467355608940125,merge,0.03664935752749443,0.0,class_change,,
153,12586182,3,z,oz ##de,False,19,8.942643034970388e-05,0,81,,,,0.9233759641647339,merge,0.04779777675867081,0.0,class_change,,
154,12586182,3,ash,oz ##de,True,20,0.0006557718734256923,8,82,,,,0.8436698317527771,merge,0.07075946778059006,1.0,class_change,,
155,12586182,4,ony,##eo ##lo,True,1,6.59696597722359e-05,18,76,,,,0.8856791853904724,merge,0.4645865261554718,1.0,class_change,,
156,12586182,5,A,masked,False,1,5.507199148269137e-06,2.0,14,,,,0.9067504405975342,replace,0.47686898708343506,0.0,class_change,,
157,12586182,5,controlled,prospective,False,2,7.832647497707512e-06,5.0,15,,,,0.9064152836799622,replace,0.5536937713623047,0.0,class_change,,
158,12586182,5,trials,trial,False,3,5.989065812173067e-06,6.0,16,,,,0.9750018119812012,replace,0.06800349056720734,0.0,class_change,,
159,12586182,5,used,methods,False,4,6.686588312732056e-05,1.0,17,,,,0.9592733979225159,insert,0.10555196553468704,0.0,class_change,,
160,12586182,5,ized,##ized,False,5,0.00039841161924414337,4.0,18,,,,0.83270663022995,replace,0.04873662069439888,0.0,class_change,,
161,12586182,5,anonym,random,False,6,0.0007953692111186683,3.0,19,,,,0.6463415026664734,replace,0.4167468845844269,0.0,class_change,,
162,12586182,5,,,False,0,,,19,,,,,,,,,,
163,12586182,6,293,51,True,1,5.772665099357255e-05,3,38,,,,0.8841925859451294,replace,0.006724098231643438,1.0,class_change,,
164,12586182,7,cy,la,True,1,0.14933589100837708,12,61,,,,0.9792052507400513,replace,0.1129649206995964,11.0,class_change,,
165,12586182,8,rect,di ##urn,False,1,2.610655064927414e-05,1,43,,,,0.9531503915786743,merge,0.35892483592033386,0.0,class_change,,
166,12586182,8,in,##al intra,False,2,9.629997657611966e-05,3,44,,,,0.9736411571502686,merge,0.19069360196590424,0.0,class_change,,
167,12586182,8,ocular,##oc ##ular,False,3,8.186589548131451e-05,5,45,,,,0.9594995975494385,merge,0.9524956345558167,0.0,class_change,,
168,12586182,8,1,2,False,4,6.722624675603583e-05,18,46,,,,0.9648411870002747,replace,0.32897019386291504,0.0,class_change,,
169,12586182,8,3,4,False,5,0.00014270817337092012,21,47,,,,0.9673038721084595,replace,0.73102205991745,0.0,class_change,,
170,12586182,8,AD,io,False,6,0.0001751675590639934,9,48,,,,0.9660474061965942,replace,0.06311067193746567,0.0,class_change,,
171,12586182,8,Total,mean,False,7,0.0001621977862669155,0,49,,,,0.8463109731674194,replace,0.07627710700035095,0.0,class_change,,
172,12586182,8,pregnancy,treatment,False,8,0.0002164528559660539,30,50,,,,0.6109523177146912,replace,0.5978196263313293,0.0,class_change,,
173,12586182,8,initiation,beginning,False,9,0.0002949718909803778,28,51,,,,0.9483565092086792,replace,0.4126603901386261,0.0,class_change,,
174,12586182,8,week,month,False,10,0.0002949718909803778,24,52,,,,0.9667569398880005,replace,0.9895851016044617,0.0,class_change,,
175,12586182,8,6,3,False,11,0.00036132478271611035,25,53,,,,0.9388823509216309,replace,0.18113690614700317,0.0,class_change,,
176,12586182,8,initiation,the beginning,True,12,0.0006505484343506396,27,54,,,,0.9362905025482178,merge,0.3578091263771057,1.0,class_change,,
177,12586182,9,median,mean,False,1,8.5546744230669e-06,2,26,,,,0.9447656273841858,replace,0.03564693033695221,0.0,class_change,,
178,12586182,9,deviation,##p,False,2,2.9451744921971112e-05,4,27,,,,0.9497699737548828,replace,0.03933355584740639,0.0,class_change,,
179,12586182,9,baseline,visit,False,3,5.299133408698253e-05,12,28,,,,0.9065224528312683,replace,0.21043162047863007,0.0,class_change,,
180,12586182,9,µ,io,False,4,0.00011342946527292952,3,29,,,,0.9016221761703491,replace,0.0472310408949852,0.0,class_change,,
181,12586182,9,coefficient,an analysis,False,5,0.00017501063121017069,16,30,,,,0.9052886962890625,merge,0.12163233011960983,0.0,class_change,,
182,12586182,9,month,3,False,6,0.0005144252791069448,9,31,,,,0.8814635276794434,replace,0.18300193548202515,0.0,class_change,,
183,12586182,9,assessed,determined,False,7,0.000514112354721874,14,32,,,,0.9701846837997437,replace,0.11524688452482224,0.0,class_change,,
184,12586182,9,groups,month visit,True,8,0.0007403658819384873,11,33,,,,0.7275458574295044,merge,0.05286514386534691,1.0,class_change,,
185,12586182,10,concentrations,##p values,False,1,0.00019424391211941838,7,94,,,,0.8317173719406128,merge,0.12846174836158752,0.0,class_change,,
186,12586182,10,3,2,False,2,0.0003584895748645067,29,95,,,,0.9700093269348145,replace,0.32027772068977356,0.0,class_change,,
187,12586182,10,g,##g,False,3,0.00054040557006374,34,96,,,,0.9999999403953552,replace,0.9953529834747314,0.0,class_change,,
188,12586182,10,ca,cart,False,4,0.000614727905485779,50,97,,,,0.9236211776733398,replace,0.05951223894953728,0.0,class_change,,
189,12586182,10,1,5 mm,True,5,0.0015036944532766938,31,98,,,,0.9058626890182495,merge,0.22038815915584564,1.0,class_change,,
190,12586182,11,baseline,3 months,True,1,0.12199288606643677,11,29,,,,0.846560001373291,merge,0.9962894916534424,15.0,class_change,,
191,12586182,12,%,29 %,True,1,0.10453877598047256,71,102,,,,0.886093258857727,merge,0.1504564881324768,16.0,class_change,,
192,12586182,13,ii,p,False,1,6.851778834970901e-06,17.0,25,,,,0.8167691826820374,insert,0.07266709208488464,0.0,class_change,,
193,12586182,13,two,groups,False,2,3.164180088788271e-05,6.0,26,,,,0.8621885776519775,replace,0.09692005068063736,0.0,class_change,,
194,12586182,13,inhibition,reduction,False,3,3.394903615117073e-05,14.0,27,,,,0.8074361085891724,insert,0.06149706616997719,0.0,class_change,,
195,12586182,13,df,p,False,4,4.075913966516964e-05,16.0,28,,,,0.9209672212600708,replace,0.15786749124526978,0.0,class_change,,
196,12586182,13,of,terms,False,5,3.909291626769118e-05,9.0,29,,,,0.90584397315979,insert,0.6454510688781738,0.0,class_change,,
197,12586182,13,all,between,False,6,5.3824333008378744e-05,5.0,30,,,,0.9251232743263245,insert,0.40885129570961,0.0,class_change,,
198,12586182,13,whatsoever,difference,False,7,4.233614890836179e-05,4.0,31,,,,0.9661527872085571,insert,0.26184600591659546,0.0,class_change,,
199,12586182,13,001,51,False,8,5.8902991440845653e-05,19.0,32,,,,0.7935451865196228,replace,0.0718330442905426,0.0,class_change,,
200,12586182,13,rotein,##p,False,9,0.00011154675303259864,13.0,33,,,,0.8391440510749817,insert,0.3320139944553375,0.0,class_change,,
201,12586182,13,pp,io,False,10,0.00014539396215695888,12.0,34,,,,0.800902783870697,insert,0.03060329519212246,0.0,class_change,,
202,12586182,13,al,io,False,11,0.00014954789367038757,11.0,35,,,,0.9651588201522827,replace,0.07658237963914871,0.0,class_change,,
203,12586182,13,absolute,in,False,12,0.0001512944436399266,8.0,36,,,,0.9358562231063843,insert,0.36140814423561096,0.0,class_change,,
204,12586182,13,,,False,0,,,36,,,,,,,,,,
205,12586182,14,rotein,##ros ##t,False,1,0.00017220804875250906,36.0,67,,,,0.7688521146774292,merge,0.15365391969680786,0.0,class_change,,
206,12586182,14,adult,the,False,2,0.0003237775817979127,33.0,68,,,,0.8127562999725342,insert,0.046370405703783035,0.0,class_change,,
207,12586182,14,ophy,##op ##ros,False,3,0.0002524973824620247,35.0,69,,,,0.9719060659408569,merge,0.5305772423744202,0.0,class_change,,
