,abstract_id,sentence_index,synonym_tokens,original_tokens,attack_successful,num_changed,divergence,token_index,num_queries,changed_sentences,num_entities_changed,synonym_prob,semantic_sim,attack_type,type,num_changes_in_pred,comp_mode,num_entites_changed
53,12867391,0,,,False,,,,,,,,,,,,,
54,12867391,1,,,False,,,,,,,,,,,,,
55,12867391,2,latanoprost product,latanoprost,,1,,13,1,,,,,,CHEMICAL,,,
56,12867391,2,timolol product,timolol,,2,,26,2,,,,,,CHEMICAL,,,
57,12867391,2,product containing dorzolamide,dorzolamide,True,3,26.635208129882812,31,3,"[4, 2]",,,,,CHEMICAL,,,1.0
58,12867391,3,,,False,,,,,,,,,,,,,
59,12867391,4,,,False,,,,,,,,,,,,,
60,12867391,5,latanoprost product,latanoprost,,1,,11,1,,,,,,CHEMICAL,,,
61,12867391,5,timolol product,timolol,,2,,26,2,,,,,,CHEMICAL,,,
62,12867391,5,product containing dorzolamide,dorzolamide,True,3,21.498397827148438,35,3,[5],,,,,CHEMICAL,,,3.0
63,12867391,6,,,False,,,,,,,,,,,,,
64,12867391,7,,,False,,,,,,,,,,,,,
65,12867391,8,oht - ocular hypertension,ocular hypertension,False,1,10.218975067138672,16,1,[],,,,,DISEASE,,,0.0
66,12867391,9,latanoprost product,latanoprost,False,1,6.849745750427246,2,1,[],,,,,CHEMICAL,,,0.0
67,12867391,10,,,False,,,,,,,,,,,,,
68,12867391,11,,,False,,,,,,,,,,,,,
69,12867391,12,latanoprost product,latanoprost,False,1,3.6002492904663086,17,1,[],,,,,CHEMICAL,,,0.0
70,12867391,13,latanoprost product,latanoprost,False,1,11.263330459594727,45,1,[],,,,,CHEMICAL,,,0.0
71,12867391,14,latanoprost product,latanoprost,False,1,9.038020133972168,4,1,[],,,,,CHEMICAL,,,0.0
72,12867391,15,latanoprost product,latanoprost,False,1,6.93102502822876,27,1,[],,,,,CHEMICAL,,,0.0
73,12867391,16,,,False,,,,,,,,,,,,,
74,12867391,17,latanoprost product,latanoprost,False,1,2.179640769958496,35,1,[],,,,,CHEMICAL,,,0.0
75,12867391,18,,,False,,,,,,,,,,,,,
76,21499770,0,,,False,,,,,,,,,,,,,
77,21499770,1,,,False,,,,,,,,,,,,,
78,21499770,3,timolol product,timolol,,1,,0,1,,,,,,CHEMICAL,,,
79,21499770,3,product containing brinzolamide,brinzolamide,,2,,5,2,,,,,,CHEMICAL,,,
80,21499770,3,travoprost product,travoprost,,3,,14,3,,,,,,CHEMICAL,,,
81,21499770,3,unspecified glaucoma,glaucoma,,4,,21,4,,,,,,DISEASE,,,
82,21499770,3,oht - ocular hypertension,ocular hypertension,True,5,23.85500717163086,27,5,[4],,,,,DISEASE,,,2.0
83,21499770,4,,,False,,,,,,,,,,,,,
84,21499770,6,,,False,,,,,,,,,,,,,
85,21499770,7,timolol product,timolol,,1,,27,1,,,,,,CHEMICAL,,,
86,21499770,7,product containing brinzolamide,brinzolamide,,2,,36,2,,,,,,CHEMICAL,,,
87,21499770,7,travoprost product,travoprost,,3,,50,3,,,,,,CHEMICAL,,,
88,21499770,7,oht - ocular hypertension,ocular hypertension,True,4,17.647075653076172,70,4,[9],,,,,DISEASE,,,3.0
89,21499770,8,travoprost product,travoprost,False,1,5.8216047286987305,37,1,[],,,,,CHEMICAL,,,0.0
90,21499770,9,travoprost product,travoprost,,1,,6,1,,,,,,CHEMICAL,,,
91,21499770,9,travoprost product,travoprost,,2,,33,2,,,,,,CHEMICAL,,,
92,21499770,9,product containing brinzolamide,brinzolamide,,3,,40,3,,,,,,CHEMICAL,,,
93,21499770,9,travoprost product,travoprost,,4,,48,4,,,,,,CHEMICAL,,,
94,21499770,9,timolol product,timolol,False,5,7.43319845199585,55,5,[],,,,,CHEMICAL,,,0.0
95,21499770,10,,,False,,,,,,,,,,,,,
96,21499770,11,travoprost product,travoprost,False,1,1.2417125701904297,2,1,[],,,,,CHEMICAL,,,0.0
97,21499770,12,product containing brinzolamide,brinzolamide,,1,,57,1,,,,,,CHEMICAL,,,
98,21499770,12,timolol product,timolol,False,2,17.665298461914062,77,2,[],,,,,CHEMICAL,,,0.0
99,21499770,14,timolol product,timolol,,1,,38,1,,,,,,CHEMICAL,,,
100,21499770,14,product containing brinzolamide,brinzolamide,True,2,12.332237243652344,43,2,[16],,,,,CHEMICAL,,,1.0
101,21499770,15,,,False,,,,,,,,,,,,,
102,21499770,16,hyperaemia,hyperemia,True,1,5.007941246032715,0,1,[18],,,,,DISEASE,,,1.0
103,21499770,17,travoprost product,travoprost,,1,,16,1,,,,,,CHEMICAL,,,
104,21499770,17,timolol product,timolol,True,2,4.17421817779541,26,2,[19],,,,,CHEMICAL,,,1.0
105,21499770,18,product containing brinzolamide,brinzolamide,,1,,4,1,,,,,,CHEMICAL,,,
106,21499770,18,travoprost product,travoprost,,2,,12,2,,,,,,CHEMICAL,,,
107,21499770,18,timolol product,timolol,,3,,32,3,,,,,,CHEMICAL,,,
108,21499770,18,travoprost product,travoprost,False,4,3.868683338165283,37,4,[],,,,,CHEMICAL,,,0.0
109,21499770,19,,,False,,,,,,,,,,,,,
110,19123151,0,,,False,,,,,,,,,,,,,
111,19123151,1,,,False,,,,,,,,,,,,,
112,19123151,2,bimatoprost product,bimatoprost,,1,,6,1,,,,,,CHEMICAL,,,
113,19123151,2,latanoprost product,latanoprost,,2,,13,2,,,,,,CHEMICAL,,,
114,19123151,2,timolol product,timolol,,3,,20,3,,,,,,CHEMICAL,,,
115,19123151,2,pg - prostaglandin,prostaglandin,False,4,21.960067749023438,31,4,[],,,,,CHEMICAL,,,0.0
116,19123151,3,,,False,,,,,,,,,,,,,
117,19123151,4,,,False,,,,,,,,,,,,,
118,19123151,6,,,False,,,,,,,,,,,,,
119,19123151,7,bimatoprost product,bimatoprost,,1,,18,1,,,,,,CHEMICAL,,,
120,19123151,7,timolol product,timolol,,2,,25,2,,,,,,CHEMICAL,,,
121,19123151,7,latanoprost product,latanoprost,,3,,45,3,,,,,,CHEMICAL,,,
122,19123151,7,timolol product,timolol,True,4,11.233348846435547,52,4,[8],,,,,CHEMICAL,,,1.0
123,19123151,8,prostaglandin analogs,prostaglandin,False,1,0.0034245410934090614,8,1,[],,,,,CHEMICAL,,,0.0
124,19123151,9,,,False,,,,,,,,,,,,,
125,19123151,10,,,False,,,,,,,,,,,,,
126,19123151,11,,,False,,,,,,,,,,,,,
127,19123151,12,,,False,,,,,,,,,,,,,
128,19123151,13,,,False,,,,,,,,,,,,,
129,19123151,14,,,False,,,,,,,,,,,,,
130,19123151,15,prostaglandin analogs,prostaglandin,False,1,0.024369582533836365,16,1,[],,,,,CHEMICAL,,,0.0
131,19123151,16,,,False,,,,,,,,,,,,,
132,19123151,17,,,False,,,,,,,,,,,,,
133,19860553,0,,,False,,,,,,,,,,,,,
134,19860553,1,,,False,,,,,,,,,,,,,
135,19860553,2,bimatoprost product,bimatoprost,,1,,3,1,,,,,,CHEMICAL,,,
136,19860553,2,latanoprost product,latanoprost,,2,,19,2,,,,,,CHEMICAL,,,
137,19860553,2,timolol product,timolol,True,3,21.07614517211914,31,3,[2],,,,,CHEMICAL,,,1.0
138,19860553,3,,,False,,,,,,,,,,,,,
139,19860553,4,bimatoprost product,bimatoprost,,1,,4,1,,,,,,CHEMICAL,,,
140,19860553,4,latanoprost product,latanoprost,,2,,15,2,,,,,,CHEMICAL,,,
141,19860553,4,maleate timolol,timolol maleate,,3,,22,3,,,,,,CHEMICAL,,,
142,19860553,4,unspecified glaucoma,glaucoma,,4,,34,4,,,,,,DISEASE,,,
143,19860553,4,oht - ocular hypertension,ocular hypertension,True,5,10.652626991271973,40,5,[4],,,,,DISEASE,,,3.0
144,19860553,5,prim open angle glaucoma,glaucoma,True,1,3.5448803901672363,35,1,[5],,,,,DISEASE,,,1.0
145,19860553,6,bimatoprost product,bimatoprost,,1,,25,1,,,,,,CHEMICAL,,,
146,19860553,6,latanoprost product,latanoprost,,2,,38,2,,,,,,CHEMICAL,,,
147,19860553,6,timolol product,timolol,False,3,2.493772029876709,45,3,[],,,,,CHEMICAL,,,0.0
148,19860553,7,,,False,,,,,,,,,,,,,
149,19860553,8,latanoprost product,latanoprost,,1,,8,1,,,,,,CHEMICAL,,,
150,19860553,8,timolol product,timolol,,2,,15,2,,,,,,CHEMICAL,,,
151,19860553,8,bimatoprost product,bimatoprost,False,3,16.21129035949707,35,3,[],,,,,CHEMICAL,,,0.0
152,19860553,9,latanoprost product,latanoprost,,1,,14,1,,,,,,CHEMICAL,,,
153,19860553,9,timolol product,timolol,False,2,10.558867454528809,21,2,[],,,,,CHEMICAL,,,0.0
154,19860553,10,latanoprost product,latanoprost,,1,,37,1,,,,,,CHEMICAL,,,
155,19860553,10,timolol product,timolol,False,2,5.743160247802734,44,2,[],,,,,CHEMICAL,,,0.0
156,19860553,11,,,False,,,,,,,,,,,,,
157,19860553,12,latanoprost product,latanoprost,,1,,6,1,,,,,,CHEMICAL,,,
158,19860553,12,timolol product,timolol,,2,,13,2,,,,,,CHEMICAL,,,
159,19860553,12,bimatoprost product,bimatoprost,False,3,4.994976043701172,21,3,[],,,,,CHEMICAL,,,0.0
160,19860553,13,latanoprost product,latanoprost,,1,,15,1,,,,,,CHEMICAL,,,
161,19860553,13,timolol product,timolol,False,2,2.334357261657715,22,2,[],,,,,CHEMICAL,,,0.0
162,19860553,14,,,False,,,,,,,,,,,,,
163,10837379,0,,,False,,,,,,,,,,,,,
164,10837379,1,,,False,,,,,,,,,,,,,
165,10837379,2,latanoprost product,latanoprost,,1,,3,1,,,,,,CHEMICAL,,,
166,10837379,2,product containing dorzolamide,dorzolamide,,2,,10,2,,,,,,CHEMICAL,,,
167,10837379,2,unspecified glaucoma,glaucoma,,3,,19,3,,,,,,DISEASE,,,
168,10837379,2,oht - ocular hypertension,ocular hypertension,True,4,29.25002670288086,25,4,[2],,,,,DISEASE,,,5.0
169,10837379,3,latanoprost product,latanoprost,False,1,17.67153549194336,1,1,[],,,,,CHEMICAL,,,0.0
170,10837379,4,,,False,,,,,,,,,,,,,
171,10837379,5,,,False,,,,,,,,,,,,,
172,10837379,6,latanoprost product,latanoprost,,1,,30,1,,,,,,CHEMICAL,,,
173,10837379,6,product containing dorzolamide,dorzolamide,,2,,37,2,,,,,,CHEMICAL,,,
174,10837379,6,unspecified glaucoma,glaucoma,,3,,46,3,,,,,,DISEASE,,,
175,10837379,6,oht - ocular hypertension,ocular hypertension,True,4,22.857257843017578,52,4,[6],,,,,DISEASE,,,3.0
176,10837379,7,open cleft glaucoma,glaucoma,,1,,7,1,,,,,,DISEASE,,,
177,10837379,7,oht - ocular hypertension,ocular hypertension,True,2,18.861328125,13,2,[7],,,,,DISEASE,,,3.0
178,10837379,8,unspecified glaucoma,glaucoma,,1,,1,1,,,,,,DISEASE,,,
179,10837379,8,latanoprost product,latanoprost,,2,,19,2,,,,,,CHEMICAL,,,
180,10837379,8,product containing dorzolamide,dorzolamide,True,3,16.134693145751953,33,3,[8],,,,,CHEMICAL,,,2.0
181,10837379,9,,,False,,,,,,,,,,,,,
182,10837379,10,latanoprost product,latanoprost,False,1,9.248151779174805,4,1,[],,,,,CHEMICAL,,,0.0
183,10837379,11,product containing dorzolamide,dorzolamide,False,1,6.893214702606201,4,1,[],,,,,CHEMICAL,,,0.0
184,10837379,12,,,False,,,,,,,,,,,,,
185,10837379,16,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,,
186,10837379,16,product containing dorzolamide,dorzolamide,True,2,8.594915390014648,11,2,[16],,,,,CHEMICAL,,,1.0
187,10837379,17,,,False,,,,,,,,,,,,,
188,10837379,13,latanoprost product,latanoprost,,1,,0,1,,,,,,CHEMICAL,,,
189,10837379,13,product containing dorzolamide,dorzolamide,False,2,20.747528076171875,35,2,[],,,,,CHEMICAL,,,0.0
190,10837379,14,latanoprost product,latanoprost,,1,,17,1,,,,,,CHEMICAL,,,
191,10837379,14,product containing dorzolamide,dorzolamide,False,2,13.322061538696289,35,2,[],,,,,CHEMICAL,,,0.0
192,15097262,0,,,False,,,,,,,,,,,,,
193,15097262,1,,,False,,,,,,,,,,,,,
194,15097262,2,product containing dorzolamide,dorzolamide,,1,,0,1,,,,,,CHEMICAL,,,
195,15097262,2,timolol product,timolol,,2,,7,2,,,,,,CHEMICAL,,,
196,15097262,2,brimonidine product,brimonidine,,3,,20,3,,,,,,CHEMICAL,,,
197,15097262,2,timolol product,timolol,True,4,21.149810791015625,26,4,[2],,,,,CHEMICAL,,,3.0
198,15097262,3,,,False,,,,,,,,,,,,,
199,15097262,4,product containing dorzolamide,dorzolamide,,1,,27,1,,,,,,CHEMICAL,,,
200,15097262,4,timolol product,timolol,,2,,34,2,,,,,,CHEMICAL,,,
201,15097262,4,brimonidine product,brimonidine,,3,,48,3,,,,,,CHEMICAL,,,
202,15097262,4,timolol product,timolol,False,4,12.223776817321777,54,4,[],,,,,CHEMICAL,,,0.0
203,15097262,5,oht - ocular hypertension,ocular hypertension,,1,,9,1,,,,,,DISEASE,,,
204,15097262,5,glaucoma pigmentary,pigmentary glaucoma,True,2,9.717039108276367,35,2,[5],,,,,DISEASE,,,5.0
205,15097262,6,timolol product,timolol,,1,,4,1,,,,,,CHEMICAL,,,
206,15097262,6,product containing dorzolamide,dorzolamide,,2,,33,2,,,,,,CHEMICAL,,,
207,15097262,6,timolol product,timolol,,3,,40,3,,,,,,CHEMICAL,,,
208,15097262,6,brimonidine product,brimonidine,,4,,51,4,,,,,,CHEMICAL,,,
209,15097262,6,timolol product,timolol,True,5,5.885890007019043,57,5,[6],,,,,CHEMICAL,,,1.0
210,15097262,7,,,False,,,,,,,,,,,,,
211,15097262,8,product containing dorzolamide,dorzolamide,,1,,8,1,,,,,,CHEMICAL,,,
212,15097262,8,timolol product,timolol,,2,,15,2,,,,,,CHEMICAL,,,
213,15097262,8,brimonidine product,brimonidine,,3,,60,3,,,,,,CHEMICAL,,,
214,15097262,8,timolol product,timolol,False,4,21.323524475097656,68,4,[],,,,,CHEMICAL,,,0.0
215,15097262,9,,,False,,,,,,,,,,,,,
216,15097262,10,,,False,,,,,,,,,,,,,
217,15097262,11,,,False,,,,,,,,,,,,,
218,15097262,12,product containing dorzolamide,dorzolamide,,1,,10,1,,,,,,CHEMICAL,,,
219,15097262,12,timolol product,timolol,,2,,17,2,,,,,,CHEMICAL,,,
220,15097262,12,brimonidine product,brimonidine,,3,,28,3,,,,,,CHEMICAL,,,
221,15097262,12,timolol product,timolol,False,4,6.3276872634887695,34,4,[],,,,,CHEMICAL,,,0.0
222,15097262,13,,,False,,,,,,,,,,,,,
223,15097262,14,,,False,,,,,,,,,,,,,
224,17519068,0,,,False,,,,,,,,,,,,,
225,17519068,1,,,False,,,,,,,,,,,,,
226,17519068,2,bimatoprost product,bimatoprost,,1,,12,1,,,,,,CHEMICAL,,,
227,17519068,2,timolol product,timolol,,2,,19,2,,,,,,CHEMICAL,,,
228,17519068,2,latanoprost product,latanoprost,,3,,26,3,,,,,,CHEMICAL,,,
229,17519068,2,timolol product,timolol,False,4,23.453346252441406,33,4,[],,,,,CHEMICAL,,,0.0
230,17519068,3,,,False,,,,,,,,,,,,,
231,17519068,4,latanoprost product,latanoprost,,1,,28,1,,,,,,CHEMICAL,,,
232,17519068,4,timolol product,timolol,,2,,35,2,,,,,,CHEMICAL,,,
233,17519068,4,bimatoprost product,bimatoprost,,3,,56,3,,,,,,CHEMICAL,,,
234,17519068,4,timolol product,timolol,False,4,17.331066131591797,63,4,[],,,,,CHEMICAL,,,0.0
235,17519068,5,,,False,,,,,,,,,,,,,
236,17519068,6,,,False,,,,,,,,,,,,,
237,17519068,7,,,False,,,,,,,,,,,,,
238,17519068,8,,,False,,,,,,,,,,,,,
239,17519068,9,,,False,,,,,,,,,,,,,
240,17519068,10,hyperaemia,hyperemia,True,1,10.468301773071289,7,1,[9],,,,,DISEASE,,,1.0
241,17519068,11,,,False,,,,,,,,,,,,,
242,17519068,12,,,False,,,,,,,,,,,,,
243,25430900,0,,,False,,,,,,,,,,,,,
244,25430900,1,,,False,,,,,,,,,,,,,
245,25430900,3,product containing brinzolamide,brinzolamide,,1,,4,1,,,,,,CHEMICAL,,,
246,25430900,3,brimonidine product,brimonidine,,2,,12,2,,,,,,CHEMICAL,,,
247,25430900,3,product containing brinzolamide,brinzolamide,,3,,18,3,,,,,,CHEMICAL,,,
248,25430900,3,brimonidine product,brimonidine,,4,,26,4,,,,,,CHEMICAL,,,
249,25430900,3,oht - ocular hypertension,ocular hypertension,False,5,38.54094696044922,40,5,[],,,,,DISEASE,,,0.0
250,25430900,4,,,False,,,,,,,,,,,,,
251,25430900,5,,,False,,,,,,,,,,,,,
252,25430900,6,,,False,,,,,,,,,,,,,
253,25430900,7,product containing brinzolamide,brinzolamide,,1,,16,1,,,,,,CHEMICAL,,,
254,25430900,7,brimonidine product,brimonidine,,2,,26,2,,,,,,CHEMICAL,,,
255,25430900,7,product containing brinzolamide,brinzolamide,,3,,46,3,,,,,,CHEMICAL,,,
256,25430900,7,brimonidine product,brimonidine,,4,,56,4,,,,,,CHEMICAL,,,
257,25430900,7,oht - ocular hypertension,ocular hypertension,True,5,31.733295440673828,84,5,[8],,,,,DISEASE,,,1.0
258,25430900,8,,,False,,,,,,,,,,,,,
259,25430900,9,,,False,,,,,,,,,,,,,
260,25430900,10,,,False,,,,,,,,,,,,,
261,25430900,11,,,False,,,,,,,,,,,,,
262,25430900,12,,,False,,,,,,,,,,,,,
263,25430900,14,,,False,,,,,,,,,,,,,
264,25430900,15,,,False,,,,,,,,,,,,,
265,25430900,16,,,False,,,,,,,,,,,,,
266,25430900,18,hyperaemia,hyperemia,,1,,9,1,,,,,,DISEASE,,,
267,25430900,18,disturbances visual,visual disturbances,True,2,5.742924690246582,30,2,[20],,,,,DISEASE,,,2.0
268,25430900,19,,,False,,,,,,,,,,,,,
269,25430900,20,product containing brinzolamide,brinzolamide,,1,,2,1,,,,,,CHEMICAL,,,
270,25430900,20,brimonidine product,brimonidine,True,2,4.129505157470703,12,2,[22],,,,,CHEMICAL,,,2.0
271,25430900,21,,,False,,,,,,,,,,,,,
272,25430900,22,,,False,,,,,,,,,,,,,
273,24672097,0,,,False,,,,,,,,,,,,,
274,24672097,1,,,False,,,,,,,,,,,,,
275,24672097,2,bimatoprost product,bimatoprost,,1,,5,1,,,,,,CHEMICAL,,,
276,24672097,2,timolol product,timolol,True,2,10.062255859375,12,2,[2],,,,,CHEMICAL,,,1.0
277,24672097,3,,,False,,,,,,,,,,,,,
278,24672097,4,,,False,,,,,,,,,,,,,
279,24672097,5,,,False,,,,,,,,,,,,,
280,24672097,7,,,False,,,,,,,,,,,,,
281,24672097,8,bimatoprost product,bimatoprost,,1,,0,1,,,,,,CHEMICAL,,,
282,24672097,8,maleate timolol,timolol maleate,True,2,2.764289379119873,42,2,[9],,,,,CHEMICAL,,,1.0
283,24672097,9,bimatoprost product,bimatoprost,,1,,13,1,,,,,,CHEMICAL,,,
284,24672097,9,timolol product,timolol,False,2,1.6482186317443848,20,2,[],,,,,CHEMICAL,,,0.0
285,24672097,10,unspecified glaucoma,glaucoma,False,1,12.299613952636719,24,1,[],,,,,DISEASE,,,0.0
286,24672097,11,timolol product,timolol,False,1,11.138185501098633,21,1,[],,,,,CHEMICAL,,,0.0
287,24672097,12,timolol product,timolol,True,1,9.612241744995117,6,1,[12],,,,,CHEMICAL,,,1.0
288,24672097,13,bimatoprost product,bimatoprost,False,1,8.390681266784668,11,1,[],,,,,CHEMICAL,,,0.0
289,24672097,14,,,False,,,,,,,,,,,,,
290,24672097,15,timolol product,timolol,False,1,6.286070823669434,14,1,[],,,,,CHEMICAL,,,0.0
291,24672097,16,stinging sensation,stinging,False,1,5.363885402679443,28,1,[],,,,,DISEASE,,,0.0
292,24672097,17,,,False,,,,,,,,,,,,,
293,24672097,18,timolol product,timolol,False,1,2.2710375785827637,9,1,[],,,,,CHEMICAL,,,0.0
294,24672097,19,bimatoprost product,bimatoprost,False,1,1.460262417793274,2,1,[],,,,,CHEMICAL,,,0.0
295,24672097,20,conjunctival hyperaemia,conjunctival hyperemia,,1,,9,1,,,,,,DISEASE,,,
296,24672097,20,bimatoprost product,bimatoprost,,2,,33,2,,,,,,CHEMICAL,,,
297,24672097,20,bimatoprost product,bimatoprost,False,3,9.578205108642578,61,3,[],,,,,CHEMICAL,,,0.0
298,24672097,21,,,False,,,,,,,,,,,,,
299,24672097,22,bimatoprost product,bimatoprost,,1,,11,1,,,,,,CHEMICAL,,,
300,24672097,22,timolol product,timolol,,2,,32,2,,,,,,CHEMICAL,,,
301,24672097,22,bimatoprost product,bimatoprost,False,3,6.390053749084473,43,3,[],,,,,CHEMICAL,,,0.0
302,24672097,23,bimatoprost product,bimatoprost,,1,,0,1,,,,,,CHEMICAL,,,
303,24672097,23,timolol product,timolol,False,2,4.4751691818237305,21,2,[],,,,,CHEMICAL,,,0.0
304,24672097,24,timolol product,timolol,,1,,8,1,,,,,,CHEMICAL,,,
305,24672097,24,bimatoprost product,bimatoprost,False,2,3.2801642417907715,19,2,[],,,,,CHEMICAL,,,0.0
306,24672097,25,bimatoprost product,bimatoprost,False,1,2.0207719802856445,5,1,[],,,,,CHEMICAL,,,0.0
307,24672097,26,,,False,,,,,,,,,,,,,
308,16458964,0,,,False,,,,,,,,,,,,,
309,16458964,1,,,False,,,,,,,,,,,,,
310,16458964,3,latanoprost product,latanoprost,,1,,2,1,,,,,,CHEMICAL,,,
311,16458964,3,latanoprost product,latanoprost,,2,,12,2,,,,,,CHEMICAL,,,
312,16458964,3,timolol product,timolol,,3,,19,3,,,,,,CHEMICAL,,,
313,16458964,3,timolol product,timolol,False,4,20.836822509765625,30,4,[],,,,,CHEMICAL,,,0.0
314,16458964,4,,,False,,,,,,,,,,,,,
315,16458964,5,,,False,,,,,,,,,,,,,
316,16458964,6,latanoprost product,latanoprost,,1,,14,1,,,,,,CHEMICAL,,,
317,16458964,6,latanoprost product,latanoprost,,2,,25,2,,,,,,CHEMICAL,,,
318,16458964,6,timolol product,timolol,,3,,32,3,,,,,,CHEMICAL,,,
319,16458964,6,unspecified glaucoma,glaucoma,,4,,37,4,,,,,,DISEASE,,,
320,16458964,6,oht - ocular hypertension,ocular hypertension,,5,,43,5,,,,,,DISEASE,,,
321,16458964,6,unspecified glaucoma,glaucoma,,6,,55,6,,,,,,DISEASE,,,
322,16458964,6,timolol product,timolol,True,7,18.63202667236328,62,7,[7],,,,,CHEMICAL,,,3.0
323,16458964,7,,,False,,,,,,,,,,,,,
324,16458964,8,unspecified glaucoma,glaucoma,,1,,2,1,,,,,,DISEASE,,,
325,16458964,8,oht - ocular hypertension,ocular hypertension,,2,,8,2,,,,,,DISEASE,,,
326,16458964,8,timolol product,timolol,,3,,21,3,,,,,,CHEMICAL,,,
327,16458964,8,pilocarpine product,pilocarpine,True,4,13.796436309814453,39,4,[9],,,,,CHEMICAL,,,4.0
328,16458964,9,,,False,,,,,,,,,,,,,
329,16458964,10,latanoprost product,latanoprost,,1,,7,1,,,,,,CHEMICAL,,,
